_id,HB,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,SIRLower95pcConfidenceInterval,SIRUpper95pcConfidenceInterval
23,S08000015,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,NA,2017-2021,2,0,0,3,3,2,1,4,4,5,5,6,6,15,10,4,7,3,80,4.47888207103507,0,0,6.11396429444852,5.71559213534522,3.92410775599898,2.11761218050526,8.61734671894524,8.59863711601711,8.64872344841901,7.47473539436704,8.73871249635887,9.5330399275489,25.903156731367,18.4918081289989,10.9361329833771,29.1873410332319,17.4530222816918,9.04003832976252,7.16818817189976,11.2511102260279,8.71394941499707,6.88025943145919,NA,10.7609864053106,NA,6.13193867176935,4.59998644035038,NA,7.88069541367268,NA,97.6872255910792,77.4598944699466,121.580208258803
24,S08000015,"D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5","Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,NA,2017-2021,0,1,1,2,0,2,4,4,6,12,6,15,13,20,27,18,13,15,159,0,2.07947763521803,2.02880908906472,4.21558501781085,0,3.90594484805875,7.57288905717531,7.60196130601695,11.359333585763,18.2670644827376,7.8897538396802,19.9693802835652,18.9344286172041,31.7626693347309,44.7813178976001,40.7018813314038,40.6771175568697,48.6965555303055,16.5423734456411,14.0710196794586,19.322839497575,14.6378179080086,12.4247306533028,NA,17.0296143684353,NA,8.4235273916455,6.88230765368533,NA,10.1181417643109,NA,112.83295385995,95.9762345755261,131.798079921088
25,S08000015,"C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5",All brain and CNS tumours (malignant and non-malignant),All,d,2017-2021,4,4,3,9,4,7,11,13,12,22,28,40,35,56,58,48,38,29,421,4.61915100004619,4.05679513184584,2.98932809868769,9.32536187584835,3.93425853979994,6.85125916355913,10.9952720330258,13.1265398440971,12.0798477939178,17.8131882368182,19.588638589618,27.8212484785255,26.5963509806455,46.3288521199586,50.712156053545,59.4059405940594,67.9274963354903,60.4267377896316,22.8045847507204,20.6779770146103,25.0905388710921,20.8480473854643,18.8683345673559,NA,22.9251027426039,NA,12.863049100722,11.3619216582626,NA,14.4559627560697,NA,106.536113648755,96.6012463430309,117.215399004129
26,S08000015,"C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5",All brain and CNS tumours (malignant and non-malignant),Male,NA,2017-2021,4,2,1,6,4,4,2,8,5,6,10,17,16,26,25,20,15,10,181,8.95776414207014,3.95953356694581,1.95821176101984,12.227928588897,7.62078951379363,7.84821551199796,4.23522436101052,17.2346934378905,10.7482963950214,10.3784681381028,14.9494707887341,24.7596854063501,25.4214398067971,44.8988050010361,46.2295203224971,54.6806649168854,62.5443022140683,58.1767409389726,20.4530867210877,17.5818490728526,23.6595211015532,19.5930190788609,16.7926588419478,NA,22.6061583614616,NA,12.717643996598,10.4914217998284,NA,15.1548746206084,NA,102.335669034524,87.969621029344,118.37885175872
27,S08000015,"C70-C72, C75.1-C75.3, D18.0, D32-D33, D35.2-D35.4, D42-D43, D44.3-D44.5",All brain and CNS tumours (malignant and non-malignant),Females,NA,2017-2021,0,2,2,3,0,3,9,5,7,16,18,23,19,30,33,28,23,19,240,0,4.15895527043607,4.05761817812944,6.32337752671627,0,5.85891727208812,17.0390003786445,9.50245163252119,13.2525558500568,24.3560859769835,23.6692615190406,30.6197164348,27.6733956712983,47.6440040020963,54.7327218748445,63.3140376266281,71.9672079852311,61.6823036717203,24.9696202953074,21.9102517034879,28.3366305816358,22.1030756920678,19.3637950499095,NA,25.0209349921214,NA,13.0084542048459,11.054657409818,NA,15.1188969622193,NA,109.93932263585,96.4691574230765,124.764010629062
28,S08000015,C50,Breast,All,d,2017-2021,0,0,0,0,1,6,23,42,57,95,215,206,248,249,183,167,121,128,1741,0,0,0,0,0.983564634949986,5.87250785447926,22.9901142508721,42.4088210347752,57.3792770211095,76.9205855680788,150.412760598853,143.279429664406,188.454144091431,205.997931747673,160.005595824116,206.683168316832,216.295448857746,266.711118519753,94.3058956080861,89.9275867705128,98.8422500759315,79.0641673362215,75.3575896517591,NA,82.8584793475197,NA,44.4800488293765,42.1466193107642,NA,46.8754625538262,NA,94.8174788443904,90.4154188999511,99.3784417726583
29,S08000015,C50,Breast,Male,NA,2017-2021,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,2,1,11,0,0,0,0,0,0,0,0,0,1.7297446896838,1.49494707887341,1.45645208272648,1.58883998792482,6.90750846169787,0,0,8.33924029520911,5.81767409389726,1.24300527034235,0.620503752433673,2.2240797821014,1.12648126434793,NA,z,NA,z,0.578353543947218,NA,z,NA,z,100.090951377972,49.9650423023406,179.090359986752
30,S08000015,C50,Breast,Females,NA,2017-2021,0,0,0,0,1,6,23,42,57,94,214,205,247,245,183,167,119,127,1730,0,0,0,0,2.03322286155786,11.7178345441762,43.544112078758,79.820593713178,107.913669064748,143.092005114778,281.401220281927,272.914863875391,359.754143726878,389.092699350453,303.517821305956,377.623010130246,372.3520760975,412.29750348992,179.989346295341,171.606830318192,188.675428976869,157.001853408095,149.618502690812,NA,164.560526658944,NA,88.3817441148059,83.7296461686375,NA,93.1578449729654,NA,94.7857253598137,90.3713370996857,99.3599774722302
31,S08000015,D05,Carcinoma in situ of the breast,All,d,2017-2021,0,0,0,0,0,0,2,3,0,7,37,29,24,36,21,6,7,1,173,0,0,0,0,0,0,1.99914036964105,3.02920150248395,0,5.6678326208058,25.8849867077095,20.170405146931,18.2374978152997,29.7828335056877,18.361297881456,7.42574257425743,12.5129598512745,2.08368061343557,9.37100513509414,8.02659177195264,10.8761857304692,7.74569565908993,6.62954430578489,NA,8.94740765803772,NA,4.63319899272423,3.93048739673901,NA,5.39285153273854,NA,101.665776023413,87.0802725593113,117.995438752025
32,S08000015,D05,Carcinoma in situ of the breast,Male,NA,2017-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72687711542447,0,0,4.16962014760455,0,0.226000958244063,0.0273697645232696,0.81639316795984,0.199218745038459,NA,z,NA,z,0.0726544142007568,NA,z,NA,z,407.435475163724,49.3423262463115,1471.7970264043
33,S08000015,D05,Carcinoma in situ of the breast,Females,NA,2017-2021,0,0,0,0,0,0,2,3,0,7,37,29,24,35,21,6,6,1,171,0,0,0,0,0,0,3.78644452858766,5.70147097951271,0,10.6557876149303,48.6534820113612,38.6074685482261,34.9558682163768,55.5846713357791,34.8299139203556,13.5672937771346,18.7740542570168,3.2464370353537,17.7908544604065,15.2241890957646,20.6663503365172,15.2921725731414,13.0762881870976,NA,17.6789441480389,NA,9.1937435712477,7.79255449141104,NA,10.7090717712547,NA,100.781172029617,86.2415924814783,117.070206668493
34,S08000015,C18-C20,Colorectal cancer,All,d,2017-2021,0,1,0,1,0,5,3,11,24,35,71,95,148,235,237,236,194,149,1445,0,1.01419878296146,0,1.03615131953871,0,4.89375654539938,2.99871055446158,11.1070721757745,24.1596955878356,28.339163104029,49.6711907093886,66.075465136498,112.464569861015,194.415718717684,207.220361805003,292.079207920792,346.787744449609,310.4684114019,78.2722683249193,74.2880859841502,82.4146196262204,69.7332209694657,66.1315552670493,NA,73.4290400327928,NA,30.7119372619151,28.9149466087129,NA,32.5623355163712,NA,94.2482113741775,89.4508282467676,99.2360469050258
35,S08000015,C18-C20,Colorectal cancer,Male,NA,2017-2021,0,0,0,1,0,3,1,3,12,13,33,54,90,133,130,132,113,64,782,0,0,0,2.03798809814951,0,5.88616163399847,2.11761218050526,6.46301003920893,25.7959113480513,22.4866809658894,49.3332536028225,78.6484124672298,142.995598913233,229.674656351454,240.393505676985,360.892388451444,471.167076679315,372.331142009425,88.3663746734286,82.280650863538,94.7830959337665,81.4046710838951,75.7225574662144,NA,87.2894315671892,NA,34.9230526489737,32.2183195217427,NA,37.7352490437051,NA,93.697455936925,87.244584687778,100.501293480017
36,S08000015,C18-C20,Colorectal cancer,Females,NA,2017-2021,0,1,0,0,0,2,2,8,12,22,38,41,58,102,107,104,81,85,663,0,2.07947763521803,0,0,0,3.90594484805875,3.78644452858766,15.2039226120339,22.7186671715259,33.4896182183523,49.9684409846413,54.5829727750782,84.4766815229107,161.989613607128,177.466704260859,235.166425470333,253.449732469727,275.947148005064,68.9785760657866,63.827242755492,74.4349705650307,58.0617708550363,53.6962785650678,NA,62.5954430720769,NA,26.5008218748564,24.1679635719308,NA,28.939625029966,NA,94.9062006367025,87.8185873431622,102.413541330491
37,S08000015,C18,Colon,All,d,2017-2021,0,1,0,1,0,3,2,6,14,21,44,59,102,170,176,180,146,113,1038,0,1.01419878296146,0,1.03615131953871,0,2.93625392723963,1.99914036964105,6.05840300496789,14.0931557595708,17.0034978624174,30.782146355114,41.0363415058251,77.5093657150239,140.641158221303,153.885163196964,222.772277227723,260.984591183726,235.45590931822,56.2260308105649,52.8571430672875,59.7533365951198,49.6856340741364,46.6643812889954,NA,52.8003137845697,NA,21.2347864333451,19.7678279221591,NA,22.7535057441763,NA,96.0605149735034,90.3048696462088,102.086812850993
38,S08000015,C18,Colon,Male,NA,2017-2021,0,0,0,1,0,2,1,2,10,7,21,35,56,83,93,94,80,45,530,0,0,0,2.03798809814951,0,3.92410775599898,2.11761218050526,4.30867335947262,21.4965927900428,12.1082128277866,31.3938886563416,50.9758228954267,88.9750393237897,143.330800580231,171.973815599689,256.999125109361,333.569611808364,261.795334225377,59.8902539346767,54.8993314489825,65.213014038212,55.4006827711709,50.7188556681248,NA,60.2862406763296,NA,23.3531582510306,21.1475395496726,NA,25.6666137708968,NA,95.8163380888628,87.8315344714632,104.332037190799
39,S08000015,C18,Colon,Females,NA,2017-2021,0,1,0,0,0,1,1,4,4,14,23,24,46,87,83,86,66,68,508,0,2.07947763521803,0,0,0,1.95297242402937,1.89322226429383,7.60196130601695,7.57288905717531,21.3115752298606,30.2440563854408,31.9510084537043,66.9987474147222,138.167611606079,137.661088351882,194.464544138929,206.514596827185,220.757718404052,52.8523629584006,48.3556777417741,57.6546663010675,43.9705853771018,40.2115467435749,NA,47.8951850611642,NA,19.1164146156595,17.2144308324152,NA,21.1166273744099,NA,96.3165965085884,88.1219692224471,105.068173306234
40,S08000015,C19-C20,Rectum and rectosigmoid junction,All,d,2017-2021,0,0,0,0,0,2,1,5,10,14,27,36,46,65,61,56,48,36,407,0,0,0,0,0,1.95750261815975,0.999570184820527,5.04866917080658,10.0665398282648,11.3356652416116,18.8890443542745,25.0391236306729,34.9552041459912,53.7745604963806,53.3351986080388,69.3069306930693,85.8031532658825,75.0125020836806,22.0462375143544,19.9561631598686,24.2957017186192,20.0475868953293,18.1209153997954,NA,22.0701949456991,NA,9.47715082857002,8.45845172934015,NA,10.5529350186087,NA,89.9215512873416,81.3966169016496,99.0966003487123
41,S08000015,C19-C20,Rectum and rectosigmoid junction,Male,NA,2017-2021,0,0,0,0,0,1,0,1,2,6,12,19,34,50,37,38,33,19,252,0,0,0,0,0,1.96205387799949,0,2.15433667973631,4.29931855800856,10.3784681381028,17.9393649464809,27.6725895718031,54.0205595894437,86.3438557712233,68.4196900772958,103.893263342082,137.59746487095,110.535807784048,28.4761207387519,25.068505702415,32.217704061466,26.0039883127241,22.855001277181,NA,29.353253585927,NA,11.5698943979432,10.0416260929949,NA,13.2048342695958,NA,89.5332984405518,78.8192332482491,101.297411233376
